Airport ID,Route ID
2990,1
2990,2
2990,3
2990,4
2990,5
2990,6
2990,7
2990,8
2990,9
2990,10
2962,11
2962,12
2962,13
2962,14
2962,15
2990,16
2990,17
2990,18
2990,19
2990,20
4078,21
4078,22
4078,23
4078,24
4078,25
2990,26
2990,27
2990,28
2990,29
2990,30
6969,31
6969,32
6969,33
6969,34
6969,35
\N,36
\N,37
\N,38
\N,39
\N,40
6160,41
6160,42
6160,43
6160,44
6160,45
2952,46
2952,47
2952,48
2952,49
2952,50
2990,51
2990,52
2990,53
2990,54
2990,55
6969,56
6969,57
6969,58
6969,59
6969,60
6156,61
6156,62
6156,63
6156,64
6156,65
2965,66
2965,67
2965,68
2965,69
2965,70
2966,71
2966,72
2966,73
2966,74
2966,75
2968,76
2968,77
2968,78
2968,79
2968,80
4029,81
4029,82
4029,83
4029,84
4029,85
6156,86
6156,87
6156,88
6156,89
6156,90
2948,91
2948,92
2948,93
2948,94
2948,95
2975,96
2975,97
2975,98
2975,99
2975,100
2990,101
2990,102
2990,103
2990,104
2990,105
6969,106
6969,107
6969,108
6969,109
6969,110
6160,111
6160,112
6160,113
6160,114
6160,115
2966,116
2966,117
2966,118
2966,119
2966,120
4029,121
4029,122
4029,123
4029,124
4029,125
2922,126
2922,127
2922,128
2922,129
2922,130
2948,131
2948,132
2948,133
2948,134
2948,135
2975,136
2975,137
2975,138
2975,139
2975,140
2975,141
2975,142
2975,143
2975,144
2975,145
6160,146
6160,147
6160,148
6160,149
6160,150
2975,151
2975,152
2975,153
2975,154
2975,155
2968,156
2968,157
2968,158
2968,159
2968,160
2975,161
2975,162
2975,163
2975,164
2975,165
2990,166
2990,167
2990,168
2990,169
2990,170
6969,171
6969,172
6969,173
6969,174
6969,175
2972,176
2972,177
2972,178
2972,179
2972,180
4364,181
4364,182
4364,183
4364,184
4364,185
4078,186
4078,187
4078,188
4078,189
4078,190
4029,191
4029,192
4029,193
4029,194
4029,195
4029,196
4029,197
4029,198
4029,199
4029,200
2948,201
2948,202
2948,203
2948,204
2948,205
2972,206
2972,207
2972,208
2972,209
2972,210
2937,211
2937,212
2937,213
2937,214
2937,215
4078,216
4078,217
4078,218
4078,219
4078,220
4078,221
4078,222
4078,223
4078,224
4078,225
2937,226
2937,227
2937,228
2937,229
2937,230
2936,231
2936,232
2936,233
2936,234
2936,235
2935,236
2935,237
2935,238
2935,239
2935,240
\N,241
\N,242
\N,243
\N,244
\N,245
8944,246
8944,247
8944,248
8944,249
8944,250
4078,251
4078,252
4078,253
4078,254
4078,255
6924,256
6924,257
6924,258
6924,259
6924,260
9026,261
9026,262
9026,263
9026,264
9026,265
2923,266
2923,267
2923,268
2923,269
2923,270
2937,271
2937,272
2937,273
2937,274
2937,275
4078,276
4078,277
4078,278
4078,279
4078,280
2937,281
2937,282
2937,283
2937,284
2937,285
2936,286
2936,287
2936,288
2936,289
2936,290
2968,291
2968,292
2968,293
2968,294
2968,295
2937,296
2937,297
2937,298
2937,299
2937,300
2937,301
2937,302
2937,303
2937,304
2937,305
2937,306
2937,307
2937,308
2937,309
2937,310
2937,311
2937,312
2937,313
2937,314
2937,315
2789,316
2789,317
2789,318
2789,319
2789,320
2789,321
2789,322
2789,323
2789,324
2789,325
2808,326
2808,327
2808,328
2808,329
2808,330
2789,331
2789,332
2789,333
2789,334
2789,335
2781,336
2781,337
2781,338
2781,339
2781,340
2806,341
2806,342
2806,343
2806,344
2806,345
2786,346
2786,347
2786,348
2786,349
2786,350
2812,351
2812,352
2812,353
2812,354
2812,355
6067,356
6067,357
6067,358
6067,359
6067,360
2781,361
2781,362
2781,363
2781,364
2781,365
2806,366
2806,367
2806,368
2806,369
2806,370
2801,371
2801,372
2801,373
2801,374
2801,375
2789,376
2789,377
2789,378
2789,379
2789,380
2806,381
2806,382
2806,383
2806,384
2806,385
2812,386
2812,387
2812,388
2812,389
2812,390
2801,391
2801,392
2801,393
2801,394
2801,395
2789,396
2789,397
2789,398
2789,399
2789,400
2781,401
2781,402
2781,403
2781,404
2781,405
247,406
247,407
247,408
247,409
247,410
246,411
246,412
246,413
246,414
246,415
246,416
246,417
246,418
246,419
246,420
253,421
253,422
253,423
253,424
253,425
1084,426
1084,427
1084,428
1084,429
1084,430
246,431
246,432
246,433
246,434
246,435
253,436
253,437
253,438
253,439
253,440
246,441
246,442
246,443
246,444
246,445
298,446
298,447
298,448
298,449
298,450
246,451
246,452
246,453
246,454
246,455
1044,456
1044,457
1044,458
1044,459
1044,460
246,461
246,462
246,463
246,464
246,465
246,466
246,467
246,468
246,469
246,470
246,471
246,472
246,473
246,474
246,475
253,476
253,477
253,478
253,479
253,480
248,481
248,482
248,483
248,484
248,485
