Departure Airport ID,Destination Airport ID,Route ID
737,664,700
737,746,701
737,746,702
737,746,703
737,746,704
737,746,705
737,729,706
737,729,707
737,729,708
737,729,709
737,729,710
737,711,711
737,711,712
737,711,713
737,711,714
737,711,715
715,737,716
715,737,717
715,737,718
715,737,719
715,737,720
715,718,721
715,718,722
715,718,723
715,718,724
715,718,725
709,737,726
709,737,727
709,737,728
709,737,729
709,737,730
709,688,731
709,688,732
709,688,733
709,688,734
709,688,735
709,711,736
709,711,737
709,711,738
709,711,739
709,711,740
5599,729,741
5599,729,742
5599,729,743
5599,729,744
5599,729,745
688,737,746
688,737,747
688,737,748
688,737,749
688,737,750
688,709,751
688,709,752
688,709,753
688,709,754
688,709,755
435,448,756
435,448,757
435,448,758
435,448,759
435,448,760
718,737,761
718,737,762
718,737,763
718,737,764
718,737,765
718,715,766
718,715,767
718,715,768
718,715,769
718,715,770
5595,737,771
5595,737,772
5595,737,773
5595,737,774
5595,737,775
719,730,776
719,730,777
719,730,778
719,730,779
719,730,780
719,737,781
719,737,782
719,737,783
719,737,784
719,737,785
442,737,786
442,737,787
442,737,788
442,737,789
442,737,790
442,460,791
442,460,792
442,460,793
442,460,794
442,460,795
722,737,796
722,737,797
722,737,798
722,737,799
722,737,800
644,711,801
644,711,802
644,711,803
644,711,804
644,711,805
448,737,806
448,737,807
448,737,808
448,737,809
448,737,810
448,435,811
448,435,812
448,435,813
448,435,814
448,435,815
460,442,816
460,442,817
460,442,818
460,442,819
460,442,820
664,737,821
664,737,822
664,737,823
664,737,824
664,737,825
746,737,826
746,737,827
746,737,828
746,737,829
746,737,830
729,737,831
729,737,832
729,737,833
729,737,834
729,737,835
729,5599,836
729,5599,837
729,5599,838
729,5599,839
729,5599,840
711,737,841
711,737,842
711,737,843
711,737,844
711,737,845
711,644,846
711,644,847
711,644,848
711,644,849
711,644,850
3531,7167,851
3531,7167,852
3531,7167,853
3531,7167,854
3531,7167,855
3531,7168,856
3531,7168,857
3531,7168,858
3531,7168,859
3531,7168,860
3531,7162,861
3531,7162,862
3531,7162,863
3531,7162,864
3531,7162,865
3531,7164,866
3531,7164,867
3531,7164,868
3531,7164,869
3531,7164,870
3531,7163,871
3531,7163,872
3531,7163,873
3531,7163,874
3531,7163,875
7167,7176,876
7167,7176,877
7167,7176,878
7167,7176,879
7167,7176,880
7168,7173,881
7168,7173,882
7168,7173,883
7168,7173,884
7168,7173,885
7162,7161,886
7162,7161,887
7162,7161,888
7162,7161,889
7162,7161,890
7164,7165,891
7164,7165,892
7164,7165,893
7164,7165,894
7164,7165,895
7173,7172,896
7173,7172,897
7173,7172,898
7173,7172,899
7173,7172,900
6019,2397,901
6019,2397,902
6019,2397,903
6019,2397,904
6019,2397,905
4200,2397,906
4200,2397,907
4200,2397,908
4200,2397,909
4200,2397,910
2399,2397,911
2399,2397,912
2399,2397,913
2399,2397,914
2399,2397,915
2400,2397,916
2400,2397,917
2400,2397,918
2400,2397,919
2400,2397,920
6024,2397,921
6024,2397,922
6024,2397,923
6024,2397,924
6024,2397,925
2425,2397,926
2425,2397,927
2425,2397,928
2425,2397,929
2425,2397,930
8076,2397,931
8076,2397,932
8076,2397,933
8076,2397,934
8076,2397,935
6011,2397,936
6011,2397,937
6011,2397,938
6011,2397,939
6011,2397,940
2430,2397,941
2430,2397,942
2430,2397,943
2430,2397,944
2430,2397,945
4203,2397,946
4203,2397,947
4203,2397,948
4203,2397,949
4203,2397,950
2397,6019,951
2397,6019,952
2397,6019,953
2397,6019,954
2397,6019,955
2397,4200,956
2397,4200,957
2397,4200,958
2397,4200,959
2397,4200,960
2397,2399,961
2397,2399,962
2397,2399,963
2397,2399,964
2397,2399,965
2397,2400,966
2397,2400,967
2397,2400,968
2397,2400,969
2397,2400,970
2397,6024,971
2397,6024,972
2397,6024,973
2397,6024,974
2397,6024,975
2397,2425,976
2397,2425,977
2397,2425,978
2397,2425,979
2397,2425,980
2397,8076,981
2397,8076,982
2397,8076,983
2397,8076,984
2397,8076,985
2397,6011,986
2397,6011,987
2397,6011,988
2397,6011,989
2397,6011,990
2397,2430,991
2397,2430,992
2397,2430,993
2397,2430,994
2397,2430,995
2397,4203,996
2397,4203,997
2397,4203,998
2397,4203,999
2397,4203,1000
2397,4002,1001
2397,4002,1002
2397,4002,1003
2397,4002,1004
2397,4002,1005
2397,4204,1006
2397,4204,1007
2397,4204,1008
2397,4204,1009
2397,4204,1010
2397,2433,1011
2397,2433,1012
2397,2433,1013
2397,2433,1014
2397,2433,1015
2397,6026,1016
2397,6026,1017
2397,6026,1018
2397,6026,1019
2397,6026,1020
2397,6016,1021
2397,6016,1022
2397,6016,1023
2397,6016,1024
2397,6016,1025
2397,6021,1026
2397,6021,1027
2397,6021,1028
2397,6021,1029
2397,6021,1030
2397,2404,1031
2397,2404,1032
2397,2404,1033
2397,2404,1034
2397,2404,1035
4002,2397,1036
4002,2397,1037
4002,2397,1038
4002,2397,1039
4002,2397,1040
4204,2397,1041
4204,2397,1042
4204,2397,1043
4204,2397,1044
4204,2397,1045
2433,2397,1046
2433,2397,1047
2433,2397,1048
2433,2397,1049
2433,2397,1050
6026,2397,1051
6026,2397,1052
6026,2397,1053
6026,2397,1054
6026,2397,1055
6016,2397,1056
6016,2397,1057
6016,2397,1058
6016,2397,1059
6016,2397,1060
6021,2397,1061
6021,2397,1062
6021,2397,1063
6021,2397,1064
6021,2397,1065
2404,2397,1066
2404,2397,1067
2404,2397,1068
2404,2397,1069
2404,2397,1070
7376,4214,1071
7376,4214,1072
7376,4214,1073
7376,4214,1074
7376,4214,1075
7373,2531,1076
7373,2531,1077
7373,2531,1078
7373,2531,1079
7373,2531,1080
7373,2621,1081
7373,2621,1082
7373,2621,1083
7373,2621,1084
7373,2621,1085
2531,7373,1086
2531,7373,1087
2531,7373,1088
2531,7373,1089
2531,7373,1090
2531,7367,1091
2531,7367,1092
2531,7367,1093
2531,7367,1094
2531,7367,1095
2531,2613,1096
2531,2613,1097
2531,2613,1098
2531,2613,1099
2531,2613,1100
2535,2564,1101
2535,2564,1102
2535,2564,1103
2535,2564,1104
2535,2564,1105
2548,2562,1106
2548,2562,1107
2548,2562,1108
2548,2562,1109
2548,2562,1110
2548,7367,1111
2548,7367,1112
2548,7367,1113
2548,7367,1114
2548,7367,1115
2538,7380,1116
2538,7380,1117
2538,7380,1118
2538,7380,1119
2538,7380,1120
7380,2538,1121
7380,2538,1122
7380,2538,1123
7380,2538,1124
7380,2538,1125
7380,2564,1126
7380,2564,1127
7380,2564,1128
7380,2564,1129
7380,2564,1130
2560,2613,1131
2560,2613,1132
2560,2613,1133
2560,2613,1134
2560,2613,1135
2564,2535,1136
2564,2535,1137
2564,2535,1138
2564,2535,1139
2564,2535,1140
2564,7380,1141
2564,7380,1142
2564,7380,1143
2564,7380,1144
2564,7380,1145
2564,2613,1146
2564,2613,1147
2564,2613,1148
2564,2613,1149
2564,2613,1150
2564,2635,1151
2564,2635,1152
2564,2635,1153
2564,2635,1154
2564,2635,1155
2564,2633,1156
2564,2633,1157
2564,2633,1158
2564,2633,1159
2564,2633,1160
2564,6039,1161
2564,6039,1162
2564,6039,1163
2564,6039,1164
2564,6039,1165
2562,2548,1166
2562,2548,1167
2562,2548,1168
2562,2548,1169
2562,2548,1170
2562,4214,1171
2562,4214,1172
2562,4214,1173
2562,4214,1174
2562,4214,1175
2562,2613,1176
2562,2613,1177
2562,2613,1178
2562,2613,1179
2562,2613,1180
2562,2633,1181
2562,2633,1182
2562,2633,1183
2562,2633,1184
2562,2633,1185
7367,2531,1186
7367,2531,1187
7367,2531,1188
7367,2531,1189
7367,2531,1190
7367,2548,1191
7367,2548,1192
7367,2548,1193
7367,2548,1194
7367,2548,1195
2528,2613,1196
2528,2613,1197
2528,2613,1198
2528,2613,1199
2528,2613,1200
4214,7376,1201
4214,7376,1202
4214,7376,1203
4214,7376,1204
4214,7376,1205
4214,2562,1206
4214,2562,1207
4214,2562,1208
4214,2562,1209
4214,2562,1210
2613,2531,1211
2613,2531,1212
2613,2531,1213
2613,2531,1214
2613,2531,1215
2613,2560,1216
2613,2560,1217
2613,2560,1218
2613,2560,1219
2613,2560,1220
2613,2564,1221
2613,2564,1222
2613,2564,1223
2613,2564,1224
2613,2564,1225
2613,2562,1226
2613,2562,1227
2613,2562,1228
2613,2562,1229
2613,2562,1230
2613,2528,1231
2613,2528,1232
2613,2528,1233
2613,2528,1234
2613,2528,1235
2613,2619,1236
2613,2619,1237
2613,2619,1238
2613,2619,1239
2613,2619,1240
2613,2633,1241
2613,2633,1242
2613,2633,1243
2613,2633,1244
2613,2633,1245
2619,2613,1246
2619,2613,1247
2619,2613,1248
2619,2613,1249
2619,2613,1250
2621,7373,1251
2621,7373,1252
2621,7373,1253
2621,7373,1254
2621,7373,1255
2621,6039,1256
2621,6039,1257
2621,6039,1258
2621,6039,1259
2621,6039,1260
2635,2564,1261
2635,2564,1262
2635,2564,1263
2635,2564,1264
2635,2564,1265
2635,2633,1266
2635,2633,1267
2635,2633,1268
2635,2633,1269
2635,2633,1270
2633,2564,1271
2633,2564,1272
2633,2564,1273
2633,2564,1274
2633,2564,1275
2633,2562,1276
2633,2562,1277
2633,2562,1278
2633,2562,1279
2633,2562,1280
2633,2613,1281
2633,2613,1282
2633,2613,1283
2633,2613,1284
2633,2613,1285
2633,2635,1286
2633,2635,1287
2633,2635,1288
2633,2635,1289
2633,2635,1290
6039,2564,1291
6039,2564,1292
6039,2564,1293
6039,2564,1294
6039,2564,1295
6039,2621,1296
6039,2621,1297
6039,2621,1298
6039,2621,1299
6039,2621,1300
5726,3830,1301
5726,3830,1302
5726,3830,1303
5726,3830,1304
5726,3830,1305
5726,3678,1306
5726,3678,1307
5726,3678,1308
5726,3678,1309
5726,3678,1310
4042,3830,1311
4042,3830,1312
4042,3830,1313
4042,3830,1314
4042,3830,1315
4042,3678,1316
4042,3678,1317
4042,3678,1318
4042,3678,1319
4042,3678,1320
3591,3678,1321
3591,3678,1322
3591,3678,1323
3591,3678,1324
3591,3678,1325
3830,5726,1326
3830,5726,1327
3830,5726,1328
3830,5726,1329
3830,5726,1330
3830,4042,1331
3830,4042,1332
3830,4042,1333
3830,4042,1334
3830,4042,1335
3678,5726,1336
3678,5726,1337
3678,5726,1338
3678,5726,1339
3678,5726,1340
3678,4042,1341
3678,4042,1342
3678,4042,1343
3678,4042,1344
3678,4042,1345
3678,3591,1346
3678,3591,1347
3678,3591,1348
3678,3591,1349
3678,3591,1350
7144,7145,1351
7144,7145,1352
7144,7145,1353
7144,7145,1354
7144,7145,1355
7144,3808,1356
7144,3808,1357
7144,3808,1358
7144,3808,1359
7144,3808,1360
7145,7144,1361
7145,7144,1362
7145,7144,1363
7145,7144,1364
7145,7144,1365
7145,7147,1366
7145,7147,1367
7145,7147,1368
7145,7147,1369
7145,7147,1370
7145,3808,1371
7145,3808,1372
7145,3808,1373
7145,3808,1374
7145,3808,1375
7147,7145,1376
7147,7145,1377
7147,7145,1378
7147,7145,1379
7147,7145,1380
7147,3808,1381
7147,3808,1382
7147,3808,1383
7147,3808,1384
7147,3808,1385
3808,7144,1386
3808,7144,1387
3808,7144,1388
3808,7144,1389
3808,7144,1390
3808,7145,1391
3808,7145,1392
3808,7145,1393
3808,7145,1394
3808,7145,1395
3808,7147,1396
3808,7147,1397
3808,7147,1398
3808,7147,1399
3808,7147,1400
3808,7146,1401
3808,7146,1402
3808,7146,1403
3808,7146,1404
3808,7146,1405
7146,3808,1406
7146,3808,1407
7146,3808,1408
7146,3808,1409
7146,3808,1410
248,1084,1411
248,1084,1412
248,1084,1413
248,1084,1414
248,1084,1415
248,273,1416
248,273,1417
248,273,1418
248,273,1419
248,273,1420
248,1063,1421
248,1063,1422
248,1063,1423
248,1063,1424
248,1063,1425
1218,1050,1426
1218,1050,1427
1218,1050,1428
1218,1050,1429
1218,1050,1430
1050,1218,1431
1050,1218,1432
1050,1218,1433
1050,1218,1434
1050,1218,1435
1050,1084,1436
1050,1084,1437
1050,1084,1438
1050,1084,1439
1050,1084,1440
1050,1059,1441
1050,1059,1442
1050,1059,1443
1050,1059,1444
1050,1059,1445
4162,5665,1446
4162,5665,1447
4162,5665,1448
4162,5665,1449
4162,5665,1450
1084,248,1451
1084,248,1452
1084,248,1453
1084,248,1454
1084,248,1455
1084,1050,1456
1084,1050,1457
1084,1050,1458
1084,1050,1459
1084,1050,1460
1084,897,1461
1084,897,1462
1084,897,1463
1084,897,1464
1084,897,1465
1084,1059,1466
1084,1059,1467
1084,1059,1468
1084,1059,1469
1084,1059,1470
1084,273,1471
1084,273,1472
1084,273,1473
1084,273,1474
1084,273,1475
1084,5665,1476
1084,5665,1477
1084,5665,1478
1084,5665,1479
1084,5665,1480
897,1084,1481
897,1084,1482
897,1084,1483
897,1084,1484
897,1084,1485
897,273,1486
897,273,1487
897,273,1488
897,273,1489
897,273,1490
1059,1050,1491
1059,1050,1492
1059,1050,1493
1059,1050,1494
1059,1050,1495
1059,1084,1496
1059,1084,1497
1059,1084,1498
1059,1084,1499
1059,1084,1500
1059,502,1501
1059,502,1502
1059,502,1503
1059,502,1504
1059,502,1505
1059,1063,1506
1059,1063,1507
1059,1063,1508
1059,1063,1509
1059,1063,1510
502,1059,1511
502,1059,1512
502,1059,1513
502,1059,1514
502,1059,1515
273,248,1516
273,248,1517
273,248,1518
273,248,1519
273,248,1520
273,1084,1521
273,1084,1522
273,1084,1523
273,1084,1524
273,1084,1525
273,897,1526
273,897,1527
273,897,1528
273,897,1529
273,897,1530
273,1063,1531
273,1063,1532
273,1063,1533
273,1063,1534
273,1063,1535
5665,4162,1536
5665,4162,1537
5665,4162,1538
5665,4162,1539
5665,4162,1540
5665,1084,1541
5665,1084,1542
5665,1084,1543
5665,1084,1544
5665,1084,1545
1063,248,1546
1063,248,1547
1063,248,1548
1063,248,1549
1063,248,1550
1063,1059,1551
1063,1059,1552
1063,1059,1553
1063,1059,1554
1063,1059,1555
1063,273,1556
1063,273,1557
1063,273,1558
1063,273,1559
1063,273,1560
5506,5504,1561
5506,5504,1562
5506,5504,1563
5506,5504,1564
5506,5504,1565
5506,6727,1566
5506,6727,1567
5506,6727,1568
5506,6727,1569
5506,6727,1570
5512,154,1571
5512,154,1572
5512,154,1573
5512,154,1574
5512,154,1575
62,5496,1576
62,5496,1577
62,5496,1578
62,5496,1579
62,5496,1580
62,6727,1581
62,6727,1582
62,6727,1583
62,6727,1584
62,6727,1585
62,146,1586
62,146,1587
62,146,1588
62,146,1589
62,146,1590
5496,62,1591
5496,62,1592
5496,62,1593
5496,62,1594
5496,62,1595
5496,5520,1596
5496,5520,1597
5496,5520,1598
5496,5520,1599
5496,5520,1600
5496,5529,1601
5496,5529,1602
5496,5529,1603
5496,5529,1604
5496,5529,1605
5496,5515,1606
5496,5515,1607
5496,5515,1608
5496,5515,1609
5496,5515,1610
5496,146,1611
5496,146,1612
5496,146,1613
5496,146,1614
5496,146,1615
5496,149,1616
5496,149,1617
5496,149,1618
5496,149,1619
5496,149,1620
5504,5506,1621
5504,5506,1622
5504,5506,1623
5504,5506,1624
5504,5506,1625
5504,5535,1626
5504,5535,1627
5504,5535,1628
5504,5535,1629
5504,5535,1630
5481,5508,1631
5481,5508,1632
5481,5508,1633
5481,5508,1634
5481,5508,1635
5481,5499,1636
5481,5499,1637
5481,5499,1638
5481,5499,1639
5481,5499,1640
5481,154,1641
5481,154,1642
5481,154,1643
5481,154,1644
5481,154,1645
80,111,1646
80,111,1647
80,111,1648
80,111,1649
80,111,1650
80,154,1651
80,154,1652
80,154,1653
80,154,1654
80,154,1655
80,161,1656
80,161,1657
80,161,1658
80,161,1659
80,161,1660
80,202,1661
80,202,1662
80,202,1663
80,202,1664
80,202,1665
5520,6727,1666
5520,6727,1667
5520,6727,1668
5520,6727,1669
5520,6727,1670
5520,5515,1671
5520,5515,1672
5520,5515,1673
5520,5515,1674
5520,5515,1675
5520,154,1676
5520,154,1677
5520,154,1678
5520,154,1679
5520,154,1680
5508,5481,1681
5508,5481,1682
5508,5481,1683
5508,5481,1684
5508,5481,1685
5508,6728,1686
5508,6728,1687
5508,6728,1688
5508,6728,1689
5508,6728,1690
5508,154,1691
5508,154,1692
5508,154,1693
5508,154,1694
5508,154,1695
6727,5506,1696
6727,5506,1697
6727,5506,1698
6727,5506,1699
6727,5506,1700
6727,62,1701
6727,62,1702
6727,62,1703
6727,62,1704
6727,62,1705
6727,5520,1706
6727,5520,1707
6727,5520,1708
6727,5520,1709
6727,5520,1710
6727,154,1711
6727,154,1712
6727,154,1713
6727,154,1714
6727,154,1715
111,80,1716
111,80,1717
111,80,1718
111,80,1719
111,80,1720
111,146,1721
111,146,1722
111,146,1723
111,146,1724
111,146,1725
5499,5481,1726
5499,5481,1727
5499,5481,1728
5499,5481,1729
5499,5481,1730
5499,7253,1731
5499,7253,1732
5499,7253,1733
5499,7253,1734
5499,7253,1735
5529,5496,1736
5529,5496,1737
5529,5496,1738
5529,5496,1739
5529,5496,1740
5529,5515,1741
5529,5515,1742
5529,5515,1743
5529,5515,1744
5529,5515,1745
6728,5508,1746
6728,5508,1747
